source,target,count
9083,3199,1
9083,3221,1
9083,3242,1
9083,3376,1
9083,3401,1
9083,3482,1
9083,3521,1
9083,3545,3
9083,3682,1
9083,3898,1
9083,3944,1
9083,3970,2
9083,4047,7
9083,4060,1
9083,4064,1
9083,4116,3
9083,4159,1
9083,4178,1
9083,4227,1
9083,4401,1
9083,4593,1
9083,4874,1
9083,4880,2
9083,4914,1
9083,4999,3
9083,5051,1
9083,5496,1
9083,5520,1
9083,5635,1
9083,5639,1
9083,5726,1
9083,5737,1
9083,5759,1
9083,5813,1
9083,5824,3
9083,5913,1
9083,5964,1
9083,6126,2
9083,6376,4
9083,6846,1
9083,6889,10
9083,7062,2
9083,7128,1
9083,7156,1
9083,7258,1
9083,7441,1
9083,7506,1
9083,7587,3
9083,7678,1
9083,7710,4
9083,7948,1
9083,8164,1
9083,8403,6
9083,8421,1
9083,8454,3
9083,8463,1
9083,8478,2
9083,8568,1
9083,8594,1
9083,8643,3
9084,1630,1
9084,1745,3
9084,2232,1
9084,2440,1
9084,3288,2
9084,3421,1
9084,4574,2
9084,5344,1
9084,5566,1
9084,5824,3
9084,7615,2
9084,8174,8
9084,8439,1
9085,1827,1
9085,3514,1
9085,3695,1
9085,5116,9
9085,8216,2
9086,843,6
9086,877,5
9086,1391,1
9086,1712,10
9086,1736,529
9086,1912,1
9086,2038,4
9086,2654,5
9086,2669,1
9086,2834,1
9086,4502,6
9086,6077,95
9086,7467,3
9086,7873,4
9086,8125,1
9087,18,4
9087,39,7
9087,118,4
9087,119,19
9087,124,1
9087,149,49
9087,152,1
9087,154,3
9087,156,3
9087,170,1
9087,206,15
9087,212,10
9087,219,1
9087,226,1
9087,245,2
9087,256,19
9087,316,5
9087,379,1
9087,386,40
9087,393,2
9087,429,1
9087,439,5
9087,449,4
9087,468,1
9087,469,4
9087,472,3
9087,474,3
9087,479,3
9087,521,9
9087,547,3
9087,551,10
9087,622,7
9087,635,2
9087,667,9
9087,674,4
9087,676,35
9087,688,14
9087,695,10
9087,701,4
9087,738,18
9087,745,20
9087,749,8
9087,774,3
9087,787,4
9087,810,3
9087,832,2
9087,843,33
9087,877,1
9087,895,1
9087,910,5
9087,929,6
9087,952,2
9087,970,5
9087,998,2
9087,1006,1
9087,1026,1
9087,1044,7
9087,1049,3
9087,1064,1
9087,1065,4
9087,1110,4
9087,1137,10
9087,1193,1
9087,1213,6
9087,1223,12
9087,1241,31
9087,1245,4
9087,1246,1
9087,1330,3
9087,1359,9
9087,1385,1
9087,1391,10
9087,1401,3
9087,1420,3
9087,1428,19
9087,1437,1
9087,1458,4
9087,1460,8
9087,1487,13
9087,1490,1
9087,1497,1
9087,1508,3
9087,1514,4
9087,1539,1
9087,1547,1
9087,1548,1
9087,1563,1
9087,1565,53
9087,1569,2
9087,1570,1
9087,1571,5
9087,1577,4
9087,1583,2
9087,1589,2
9087,1594,1
9087,1611,7
9087,1621,1
9087,1626,2
9087,1635,4
9087,1639,35
9087,1642,16
9087,1644,4
9087,1645,2
9087,1646,1
9087,1648,1
9087,1653,1
9087,1655,40
9087,1667,53
9087,1675,1
9087,1678,1
9087,1680,2
9087,1687,2
9087,1688,23
9087,1689,1
9087,1709,17
9087,1736,168
9087,1741,1
9087,1753,1
9087,1764,2
9087,1765,98
9087,1790,1
9087,1791,8
9087,1794,5
9087,1798,1
9087,1812,2
9087,1819,2
9087,1826,1
9087,1829,4
9087,1843,1
9087,1846,17
9087,1847,1
9087,1852,3
9087,1861,6
9087,1863,20
9087,1876,9
9087,1883,6
9087,1888,2
9087,1891,10
9087,1902,1
9087,1903,1
9087,1905,20
9087,1910,1
9087,1912,34
9087,1915,2
9087,1936,3
9087,1963,6
9087,1964,2
9087,1968,3
9087,1970,3
9087,1972,1
9087,1974,24
9087,1979,5
9087,1990,1
9087,1997,1
9087,2009,14
9087,2011,23
9087,2029,3
9087,2030,16
9087,2062,4
9087,2066,27
9087,2071,1
9087,2080,3
9087,2082,1
9087,2103,10
9087,2104,13
9087,2114,6
9087,2118,6
9087,2122,2
9087,2132,15
9087,2135,1
9087,2142,61
9087,2147,363
9087,2148,2
9087,2150,59
9087,2154,3
9087,2156,11
9087,2157,15
9087,2158,3
9087,2163,7
9087,2169,31
9087,2187,17
9087,2196,6
9087,2197,7
9087,2199,20
9087,2204,4
9087,2220,9
9087,2231,4
9087,2237,1
9087,2241,2
9087,2245,1
9087,2251,10
9087,2255,12
9087,2266,5
9087,2274,43
9087,2292,2
9087,2300,3
9087,2307,1
9087,2309,9
9087,2312,9
9087,2317,4
9087,2321,1
9087,2329,2
9087,2334,1
9087,2340,3
9087,2357,5
9087,2363,50
9087,2365,2
9087,2369,1
9087,2376,270
9087,2385,11
9087,2392,68
9087,2397,1
9087,2402,18
9087,2410,12
9087,2426,4
9087,2439,66
9087,2441,3
9087,2459,23
9087,2468,4
9087,2471,2
9087,2479,2
9087,2503,6
9087,2517,3
9087,2534,8
9087,2558,3
9087,2564,5
9087,2568,47
9087,2588,1
9087,2595,8
9087,2596,1
9087,2610,2
9087,2611,1
9087,2617,2
9087,2620,4
9087,2638,4
9087,2641,1
9087,2643,23
9087,2654,7
9087,2657,3
9087,2694,1
9087,2700,20
9087,2704,3
9087,2705,6
9087,2723,1
9087,2731,3
9087,2739,51
9087,2759,1
9087,2766,18
9087,2769,1
9087,2777,1
9087,2786,3
9087,2794,78
9087,2803,38
9087,2805,2
9087,2820,3
9087,2826,2
9087,2828,7
9087,2849,1
9087,2851,27
9087,2856,1
9087,2864,4
9087,2866,3
9087,2868,3
9087,2879,16
9087,2923,11
9087,2938,1
9087,2942,7
9087,2948,2
9087,2950,1
9087,2955,1
9087,2956,3
9087,2957,8
9087,2974,22
9087,2988,2
9087,3001,55
9087,3040,2
9087,3042,3
9087,3043,1
9087,3054,2
9087,3064,10
9087,3066,12
9087,3111,2
9087,3114,39
9087,3122,6
9087,3136,7
9087,3139,1
9087,3140,1
9087,3142,5
9087,3146,91
9087,3151,4
9087,3160,6
9087,3175,1
9087,3176,4
9087,3188,3
9087,3189,1
9087,3194,9
9087,3206,438
9087,3207,1
9087,3226,23
9087,3253,3
9087,3271,2
9087,3273,18
9087,3279,22
9087,3285,7
9087,3289,7
9087,3293,10
9087,3296,27
9087,3323,1
9087,3335,41
9087,3362,1
9087,3365,28
9087,3376,13
9087,3382,1
9087,3395,2
9087,3421,2
9087,3433,48
9087,3440,40
9087,3443,1
9087,3457,3
9087,3463,1
9087,3472,5
9087,3496,31
9087,3510,2
9087,3516,12
9087,3523,1
9087,3533,2
9087,3538,11
9087,3550,3
9087,3552,1
9087,3553,2
9087,3556,61
9087,3567,8
9087,3570,6
9087,3574,2
9087,3587,19
9087,3590,3
9087,3592,10
9087,3621,8
9087,3624,20
9087,3634,11
9087,3644,9
9087,3660,1
9087,3666,1
9087,3668,7
9087,3674,2
9087,3677,13
9087,3685,141
9087,3688,78
9087,3711,3
9087,3715,5
9087,3718,2
9087,3720,13
9087,3724,2
9087,3730,2
9087,3731,10
9087,3732,1
9087,3739,9
9087,3740,2
9087,3749,16
9087,3751,1
9087,3752,14
9087,3762,91
9087,3770,1
9087,3774,4
9087,3783,1
9087,3788,2
9087,3797,2
9087,3819,6
9087,3830,1
9087,3845,4
9087,3865,8
9087,3868,3
9087,3880,1
9087,3881,4
9087,3893,9
9087,3895,2
9087,3897,2
9087,3905,1
9087,3908,2
9087,3913,1
9087,3920,6
9087,3951,13
9087,3956,3
9087,3974,7
9087,3975,2
9087,3982,7
9087,3987,3
9087,3991,24
9087,3992,2
9087,4001,5
9087,4010,14
9087,4015,59
9087,4017,4
9087,4019,2
9087,4021,2
9087,4028,9
9087,4033,1
9087,4043,2
9087,4071,1
9087,4072,5
9087,4083,1
9087,4118,7
9087,4122,4
9087,4128,1
9087,4131,41
9087,4147,12
9087,4149,1
9087,4153,2
9087,4172,3
9087,4181,11
9087,4198,2
9087,4215,1
9087,4222,1
9087,4223,44
